Fiscal-year_Exercice-financier,AO_ID,DFRP-property-No_No-bien-immobilier-RBIF,DFRP-structure-No_No-structure-RBIF,Property-name_Nom-du-bien-ENG,Property-name_Nom-du-bien-FRA,Structure-name_Nom-du-structure-ENG,Structure-name_Nom-du-structure-FRA,Structure-address_Adresse-du-structure-ENG,Structure-address_Adresse-du-structure-FRA,City-Ville,Province-Code_Code-de-province,Province-territory_Province-territoire-ENG,Province-territory_Province-territoire-FRA,Postal-code_Code-postal,Structure-condition_condition-de-la-structure-ENG,Structure-condition_condition-de-la-structure-FRA,Property-condition_condition-du-bien-ENG,Property-condition_condition-du-bien-FRA,Heritage-designation-type_Type-de-désignation,Heritage-designation_Désignation-ENG,Heritage-designation_Désignation-FRA,Interest-Type_Type-de-propriété-ENG,Interest-Type_Type-de-propriété-FRA
2019-2020,P700065-102-70000504,17410,103292,"Esquimalt Graving Dock Site","Site Cale sèche d'Esquimalt","EGD - 1029 - Electrical Shop Building","EGD - 1029 - Édifice d'atelier électrique","825 Admirals Road","825, rue Admirals",Esquimalt,BC,"British Columbia",Colombie-Britannique,"V9A 2P1",Good,Bonne,Good,Bonne,100,"Not applicable","N'est pas applicable",Crown-owned,"Propriété de l'État"
2020-2021,P700065-102-70000504,17410,103292,"Esquimalt Graving Dock Site","Site Cale sèche d'Esquimalt","EGD - 1029 - Electrical Shop Building","EGD - 1029 - Édifice d'atelier électrique","825 Admirals Road","825, rue Admirals",Esquimalt,BC,"British Columbia",Colombie-Britannique,"V9A 2P1",N/A,s/o,N/A,s/o,100,"Not applicable","N'est pas applicable",Crown-owned,"Propriété de l'État"
2019-2020,P700065-103-70000507,17410,103292,"Esquimalt Graving Dock Site","Site Cale sèche d'Esquimalt","EGD - 2024 - Environment/Project Office Building","EGD - 2024 - Édifice de l'environnement/bureau de projets","825 Admirals Road","825, rue Admirals",Esquimalt,BC,"British Columbia",Colombie-Britannique,"V9A 2P1",Good,Bonne,Good,Bonne,100,"Not applicable","N'est pas applicable",Crown-owned,"Propriété de l'État"
2020-2021,P700065-103-70000507,17410,103292,"Esquimalt Graving Dock Site","Site Cale sèche d'Esquimalt","EGD - 2024 - Environment/Project Office Building","EGD - 2024 - Édifice de l'environnement/bureau de projets","825 Admirals Road","825, rue Admirals",Esquimalt,BC,"British Columbia",Colombie-Britannique,"V9A 2P1",N/A,s/o,N/A,s/o,100,"Not applicable","N'est pas applicable",Crown-owned,"Propriété de l'État"
2019-2020,P700065-104-70000509,17410,103294,"Esquimalt Graving Dock Site","Site Cale sèche d'Esquimalt","EGD - 2019 - Public Washrooms Building","EGD - 2019 - Édifice des toilettes publiques","825 Admirals Road","825, rue Admirals",Esquimalt,BC,"British Columbia",Colombie-Britannique,"V9A 2P1",Good,Bonne,Good,Bonne,100,"Not applicable","N'est pas applicable",Crown-owned,"Propriété de l'État"
2020-2021,P700065-104-70000509,17410,103294,"Esquimalt Graving Dock Site","Site Cale sèche d'Esquimalt","EGD - 2019 - Public Washrooms Building","EGD - 2019 - Édifice des toilettes publiques","825 Admirals Road","825, rue Admirals",Esquimalt,BC,"British Columbia",Colombie-Britannique,"V9A 2P1",N/A,s/o,N/A,s/o,100,"Not applicable","N'est pas applicable",Crown-owned,"Propriété de l'État"
2019-2020,P700065-108-70000520,17410,103305,"Esquimalt Graving Dock Site","Site Cale sèche d'Esquimalt","EGD - 2016 - Pumphouse Substation Building","EGD - 2016 - Édifice de la sous-station de pompage","825 Admirals Road","825, rue Admirals",Esquimalt,BC,"British Columbia",Colombie-Britannique,"V9A 2P1",Good,Bonne,Good,Bonne,100,"Not applicable","N'est pas applicable",Crown-owned,"Propriété de l'État"
2020-2021,P700065-108-70000520,17410,103305,"Esquimalt Graving Dock Site","Site Cale sèche d'Esquimalt","EGD - 2016 - Pumphouse Substation Building","EGD - 2016 - Édifice de la sous-station de pompage","825 Admirals Road","825, rue Admirals",Esquimalt,BC,"British Columbia",Colombie-Britannique,"V9A 2P1",N/A,s/o,N/A,s/o,100,"Not applicable","N'est pas applicable",Crown-owned,"Propriété de l'État"
2019-2020,P700065-109-70000522,17410,103307,"Esquimalt Graving Dock Site","Site Cale sèche d'Esquimalt","EGD - 2011 - Pumphouse Garage Building","EGD - 2011 - Édifice de garage de la station de pompage","825 Admirals Road","825, rue Admirals",Esquimalt,BC,"British Columbia",Colombie-Britannique,"V9A 2P1",Good,Bonne,Good,Bonne,100,"Not applicable","N'est pas applicable",Crown-owned,"Propriété de l'État"
2020-2021,P700065-109-70000522,17410,103307,"Esquimalt Graving Dock Site","Site Cale sèche d'Esquimalt","EGD - 2011 - Pumphouse Garage Building","EGD - 2011 - Édifice de garage de la station de pompage","825 Admirals Road","825, rue Admirals",Esquimalt,BC,"British Columbia",Colombie-Britannique,"V9A 2P1",N/A,s/o,N/A,s/o,100,"Not applicable","N'est pas applicable",Crown-owned,"Propriété de l'État"
2019-2020,P700065-110-70000526,17410,103313,"Esquimalt Graving Dock Site","Site Cale sèche d'Esquimalt","EGD - 2029 - Sea Can Garage and Storage","EGD - 2029 - Garage et stockage Sea Can","825 Admirals Road","825, rue Admirals",Esquimalt,BC,"British Columbia",Colombie-Britannique,"V9A 2P1",Good,Bonne,Good,Bonne,100,"Not applicable","N'est pas applicable",Crown-owned,"Propriété de l'État"
2020-2021,P700065-110-70000526,17410,103313,"Esquimalt Graving Dock Site","Site Cale sèche d'Esquimalt","EGD - 2029 - Sea Can Garage and Storage","EGD - 2029 - Garage et stockage Sea Can","825 Admirals Road","825, rue Admirals",Esquimalt,BC,"British Columbia",Colombie-Britannique,"V9A 2P1",N/A,s/o,N/A,s/o,100,"Not applicable","N'est pas applicable",Crown-owned,"Propriété de l'État"
2019-2020,P700065-111-70000528,17410,103313,"Esquimalt Graving Dock Site","Site Cale sèche d'Esquimalt","EGD - 2028 - Supervisor's Office","EGD - 2028 - Bureau du superviseur","825 Admirals Road","825, rue Admirals",Esquimalt,BC,"British Columbia",Colombie-Britannique,"V9A 2P1",Good,Bonne,Good,Bonne,100,"Not applicable","N'est pas applicable",Crown-owned,"Propriété de l'État"
2020-2021,P700065-111-70000528,17410,103313,"Esquimalt Graving Dock Site","Site Cale sèche d'Esquimalt","EGD - 2028 - Supervisor's Office","EGD - 2028 - Bureau du superviseur","825 Admirals Road","825, rue Admirals",Esquimalt,BC,"British Columbia",Colombie-Britannique,"V9A 2P1",N/A,s/o,N/A,s/o,100,"Not applicable","N'est pas applicable",Crown-owned,"Propriété de l'État"
2019-2020,P700065-113-70000532,17410,137939,"Esquimalt Graving Dock Site","Site Cale sèche d'Esquimalt","EGD - 4001 - Demarcation Building","EGD - 4001 - Édifice de démarcation","825 Admirals Road","825, rue Admirals",Esquimalt,BC,"British Columbia",Colombie-Britannique,"V9A 2P1",Good,Bonne,Good,Bonne,100,"Not applicable","N'est pas applicable",Crown-owned,"Propriété de l'État"
2020-2021,P700065-113-70000532,17410,137939,"Esquimalt Graving Dock Site","Site Cale sèche d'Esquimalt","EGD - 4001 - Demarcation Building","EGD - 4001 - Édifice de démarcation","825 Admirals Road","825, rue Admirals",Esquimalt,BC,"British Columbia",Colombie-Britannique,"V9A 2P1",N/A,s/o,N/A,s/o,100,"Not applicable","N'est pas applicable",Crown-owned,"Propriété de l'État"
2019-2020,P700065-114-70000534,17410,137940,"Esquimalt Graving Dock Site","Site Cale sèche d'Esquimalt","EGD - 4002 - Main Gate Building","EGD - 4002 - Édifice de la porte principale","825 Admirals Road","825, rue Admirals",Esquimalt,BC,"British Columbia",Colombie-Britannique,"V9A 2P1",Good,Bonne,Good,Bonne,100,"Not applicable","N'est pas applicable",Crown-owned,"Propriété de l'État"
2020-2021,P700065-114-70000534,17410,137940,"Esquimalt Graving Dock Site","Site Cale sèche d'Esquimalt","EGD - 4002 - Main Gate Building","EGD - 4002 - Édifice de la porte principale","825 Admirals Road","825, rue Admirals",Esquimalt,BC,"British Columbia",Colombie-Britannique,"V9A 2P1",N/A,s/o,N/A,s/o,100,"Not applicable","N'est pas applicable",Crown-owned,"Propriété de l'État"
2019-2020,P700065-115-70000536,17410,103321,"Esquimalt Graving Dock Site","Site Cale sèche d'Esquimalt","EGD - 3000 - Southside Rope Locker Building","EGD - 3000 - Édifice de casier de corde du côté sud","825 Admirals Road","825, rue Admirals",Esquimalt,BC,"British Columbia",Colombie-Britannique,"V9A 2P1",Good,Bonne,Good,Bonne,100,"Not applicable","N'est pas applicable",Crown-owned,"Propriété de l'État"
2020-2021,P700065-115-70000536,17410,103321,"Esquimalt Graving Dock Site","Site Cale sèche d'Esquimalt","EGD - 3000 - Southside Rope Locker Building","EGD - 3000 - Édifice de casier de corde du côté sud","825 Admirals Road","825, rue Admirals",Esquimalt,BC,"British Columbia",Colombie-Britannique,"V9A 2P1",N/A,s/o,N/A,s/o,100,"Not applicable","N'est pas applicable",Crown-owned,"Propriété de l'État"
2019-2020,P700065-116-70000540,17410,103325,"Esquimalt Graving Dock Site","Site Cale sèche d'Esquimalt","EGD - 2013 - Pumphouse Building","EGD - 2013 - Édifice de la station de pompage","825 Admirals Road","825, rue Admirals",Esquimalt,BC,"British Columbia",Colombie-Britannique,"V9A 2P1",Good,Bonne,Good,Bonne,500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2020-2021,P700065-116-70000540,17410,103325,"Esquimalt Graving Dock Site","Site Cale sèche d'Esquimalt","EGD - 2013 - Pumphouse Building","EGD - 2013 - Édifice de la station de pompage","825 Admirals Road","825, rue Admirals",Esquimalt,BC,"British Columbia",Colombie-Britannique,"V9A 2P1",N/A,s/o,N/A,s/o,500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2019-2020,P700065-137-80000894,17410,154760,"Esquimalt Graving Dock Site","Site Cale sèche d'Esquimalt","EGD - 4006 - Lockley Office Building","EGD - 4006 - Édifice de bureaux Lockley","1250 Lockley Road","1250, rue Lockley",Esquimalt,BC,"British Columbia",Colombie-Britannique,"V9A 2P1",Good,Bonne,Good,Bonne,,Unknown,Inconnue,Crown-owned,"Propriété de l'État"
2020-2021,P700065-137-80000894,17410,154760,"Esquimalt Graving Dock Site","Site Cale sèche d'Esquimalt","EGD - 4006 - Lockley Office Building","EGD - 4006 - Édifice de bureaux Lockley","1250 Lockley Road","1250, rue Lockley",Esquimalt,BC,"British Columbia",Colombie-Britannique,"V9A 2P1",N/A,s/o,N/A,s/o,,Unknown,Inconnue,Crown-owned,"Propriété de l'État"
2019-2020,P700069-101-70000422,53010,053010,"GC Site - Queen Charlotte City","Site GC - Queen Charlotte City","GC Building - Queen Charlotte City","Édifice GC - Queen Charlotte City","137 Bay Street","137, rue Bay","Queen Charlotte",BC,"British Columbia",Colombie-Britannique,"V0T 1S0",Good,Bonne,Good,Bonne,600,"Not yet evaluated","Pas encore évalué",Crown-owned,"Propriété de l'État"
2020-2021,P700069-101-70000422,53010,053010,"GC Site - Queen Charlotte City","Site GC - Queen Charlotte City","GC Building - Queen Charlotte City","Édifice GC - Queen Charlotte City","137 Bay Street","137, rue Bay","Queen Charlotte",BC,"British Columbia",Colombie-Britannique,"V0T 1S0",Good,Bonne,Good,Bonne,600,"Not yet evaluated","Pas encore évalué",Crown-owned,"Propriété de l'État"
2021-2022,P700069-101-70000422,53010,053010,"GC Site - Queen Charlotte City","Site GC - Queen Charlotte City","GC Building - Queen Charlotte City","Édifice GC - Queen Charlotte City","137 Bay Street","137, rue Bay","Queen Charlotte",BC,"British Columbia",Colombie-Britannique,"V0T 1S0",Good,Bonne,Good,Bonne,600,"Not yet evaluated","Pas encore évalué",Crown-owned,"Propriété de l'État"
2022-2023,P700069-101-70000422,53010,053010,"GC Site - Queen Charlotte City","Site GC - Queen Charlotte City","GC Building - Queen Charlotte City","Édifice GC - Queen Charlotte City","137 Bay Street","137, rue Bay","Queen Charlotte",BC,"British Columbia",Colombie-Britannique,"V0T 1S0",Good,Bonne,Good,Bonne,600,"Not yet evaluated","Pas encore évalué",Crown-owned,"Propriété de l'État"
2023-2024,P700069-101-70000422,53010,053010,"GC Site - Queen Charlotte City","Site GC - Queen Charlotte City","GC Building - Queen Charlotte City","Édifice GC - Queen Charlotte City","137 Bay Street","137, rue Bay","Queen Charlotte",BC,"British Columbia",Colombie-Britannique,"V0T 1S0",Good,Bonne,Good,Bonne,600,"Not yet evaluated","Pas encore évalué",Crown-owned,"Propriété de l'État"
2019-2020,P700076-101-70000435,16649,104345,"GC Site - Burnaby-Fraser Tax Services Office","Site GC - Bureau des serv. fisc. de Burnaby-Fraser","Burnaby-Fraser Tax Services Office Building","Édifice à bureaux des services fiscaux de Burnaby-Fraser","9737 King George Boulevard","9737, boulevard King George",Surrey,BC,"British Columbia",Colombie-Britannique,"V3T 5E1",Poor,"Piètre qualité",Poor,"Piètre qualité",600,"Not yet evaluated","Pas encore évalué",Crown-owned,"Propriété de l'État"
2020-2021,P700076-101-70000435,16649,104345,"GC Site - Burnaby-Fraser Tax Services Office","Site GC - Bureau des serv. fisc. de Burnaby-Fraser","Burnaby-Fraser Tax Services Office Building","Édifice à bureaux des services fiscaux de Burnaby-Fraser","9737 King George Boulevard","9737, boulevard King George",Surrey,BC,"British Columbia",Colombie-Britannique,"V3T 5E1",Good,Bonne,Good,Bonne,600,"Not yet evaluated","Pas encore évalué",Crown-owned,"Propriété de l'État"
2021-2022,P700076-101-70000435,16649,104345,"GC Site - Burnaby-Fraser Tax Services Office","Site GC - Bureau des serv. fisc. de Burnaby-Fraser","Burnaby-Fraser Tax Services Office Building","Édifice à bureaux des services fiscaux de Burnaby-Fraser","9737 King George Boulevard","9737, boulevard King George",Surrey,BC,"British Columbia",Colombie-Britannique,"V3T 5E1",Poor,"Piètre qualité",Poor,"Piètre qualité",600,"Not yet evaluated","Pas encore évalué",Crown-owned,"Propriété de l'État"
2022-2023,P700076-101-70000435,16649,104345,"GC Site - Burnaby-Fraser Tax Services Office","Site GC - Bureau des serv. fisc. de Burnaby-Fraser","Burnaby-Fraser Tax Services Office Building","Édifice à bureaux des services fiscaux de Burnaby-Fraser","9737 King George Boulevard","9737, boulevard King George",Surrey,BC,"British Columbia",Colombie-Britannique,"V3T 5E1",Fair,Passable,Fair,Passable,600,"Not yet evaluated","Pas encore évalué",Crown-owned,"Propriété de l'État"
2023-2024,P700076-101-70000435,16649,104345,"GC Site - Burnaby-Fraser Tax Services Office","Site GC - Bureau des serv. fisc. de Burnaby-Fraser","Burnaby-Fraser Tax Services Office Building","Édifice à bureaux des services fiscaux de Burnaby-Fraser","9737 King George Boulevard","9737, boulevard King George",Surrey,BC,"British Columbia",Colombie-Britannique,"V3T 5E1",Good,Bonne,Good,Bonne,600,"Not yet evaluated","Pas encore évalué",Crown-owned,"Propriété de l'État"
2019-2020,P700077-101-70000306,28741,028741,"GC Site - Delta, Annacis Island","Site GC - Delta, Annacis Island","GC Building - Annacis Marine Base","Édifice GC - Base marine d'Annacis","100 Annacis Parkway","100, promenade Annacis",Delta,BC,"British Columbia",Colombie-Britannique,"V3M 6A2",Fair,Passable,Fair,Passable,600,"Not yet evaluated","Pas encore évalué",Crown-owned,"Propriété de l'État"
2020-2021,P700077-101-70000306,28741,028741,"GC Site - Delta, Annacis Island","Site GC - Delta, Annacis Island","GC Building - Annacis Marine Base","Édifice GC - Base marine d'Annacis","100 Annacis Parkway","100, promenade Annacis",Delta,BC,"British Columbia",Colombie-Britannique,"V3M 6A2",Fair,Passable,Fair,Passable,600,"Not yet evaluated","Pas encore évalué",Crown-owned,"Propriété de l'État"
